fraction_missing,Macro-F1
0.0,0.0022036213500295867
0.05,0.001660155544833118
0.1,0.0017989982514252628
0.15,0.0016143138570456652
0.2,0.003348869877788895
0.25,0.0014465867552601612
0.3,0.0006450572488308337
0.35,0.0012206246685834937
0.4,0.0005398205762889571
0.45,0.00021593973962895417
0.5,0.0
