fraction_added,Macro-F1
0.05,0.02021510950198397
0.1,0.020389000291506865
0.15,0.017226023127628633
0.2,0.015359445575238663
0.25,0.013186845216411308
0.3,0.011816256712869023
0.35,0.009837102326854365
0.4,0.009658033519920997
0.45,0.0088887591456874
0.5,0.009026924953719418
